sale_id,sale_date,customer_id,customer_gender,customer_loyalty_member_status,product_id,product_brand,product_name,product_category,store_city,store_country,sale_quantity,product_unit_price,sale_revenue,sale_cost,sale_profit
393,2023-01-01,1950,Female,1,90,Hershey,"Hershey Dark Chocolate 50% (120g)",Dark,Paris,France,5,9.11,27.20,16.57,10.63
394,2023-01-01,28536,Male,1,90,Hershey,"Hershey Dark Chocolate 50% (120g)",Dark,Manchester,UK,5,9.11,22.70,12.15,10.55
7,2023-01-01,36786,Male,1,199,Hershey,"Hershey Dark Chocolate 70% (80g)",Dark,Vancouver,Canada,3,9.02,30.51,16.34,14.17
5,2023-01-01,36286,Male,1,199,Hershey,"Hershey Dark Chocolate 70% (80g)",Dark,Toronto,Canada,2,9.02,26.96,17.48,9.48
263,2023-01-01,14036,Male,1,131,Hershey,"Hershey Dark Chocolate 80% (80g)",Dark,Lyon,France,4,9.00,14.52,8.79,5.73
438,2023-01-01,42685,Female,1,74,Hershey,"Hershey Dark Chocolate 90% (80g)",Dark,Berlin,Germany,1,8.99,14.65,9.55,5.10
194,2023-01-01,41473,Male,1,150,Hershey,"Hershey Milk Chocolate 50% (100g)",Milk,Sydney,Australia,1,9.08,10.64,6.72,3.92
193,2023-01-01,26062,Female,1,150,Hershey,"Hershey Milk Chocolate 50% (100g)",Milk,Montreal,Canada,4,9.08,13.48,9.06,4.42
649,2023-01-01,21467,Female,1,6,Hershey,"Hershey Milk Chocolate 50% (50g)",Milk,Paris,France,5,9.01,26.55,15.14,11.41
651,2023-01-01,17493,Male,1,6,Hershey,"Hershey Milk Chocolate 50% (50g)",Milk,Munich,Germany,4,9.01,58.92,39.29,19.63
351,2023-01-01,31136,Male,1,101,Hershey,"Hershey Milk Chocolate 70% (100g)",Milk,Toronto,Canada,1,8.94,9.06,5.37,3.69
350,2023-01-01,9168,Male,1,101,Hershey,"Hershey Milk Chocolate 70% (100g)",Milk,Manchester,UK,2,8.94,25.24,15.90,9.35
191,2023-01-01,28975,Female,1,151,Hershey,"Hershey Milk Chocolate 70% (200g)",Milk,Toronto,Canada,2,9.01,8.68,5.16,3.52
639,2023-01-01,27710,Male,1,10,Hershey,"Hershey Milk Chocolate 70% (50g)",Milk,Paris,France,3,9.03,35.55,21.93,13.61
314,2023-01-01,26731,Male,1,114,Hershey,"Hershey Milk Chocolate 90% (80g)",Milk,London,UK,3,8.95,9.93,5.82,4.11
312,2023-01-01,27005,Male,1,114,Hershey,"Hershey Milk Chocolate 90% (80g)",Milk,"New York",USA,2,8.95,23.74,12.92,10.82
597,2023-01-01,38718,Female,1,22,Hershey,"Hershey Praline Chocolate 50% (200g)",Praline,Toronto,Canada,5,8.97,15.20,9.54,5.66
598,2023-01-01,26700,Female,1,22,Hershey,"Hershey Praline Chocolate 50% (200g)",Praline,Munich,Germany,4,8.97,36.42,20.18,16.23
599,2023-01-01,29848,Female,1,22,Hershey,"Hershey Praline Chocolate 50% (200g)",Praline,Hamburg,Germany,2,8.97,24.22,13.08,11.14
426,2023-01-01,25470,Male,1,80,Hershey,"Hershey Praline Chocolate 70% (200g)",Praline,Toronto,Canada,3,9.07,18.66,9.80,8.86
424,2023-01-01,46831,Female,1,80,Hershey,"Hershey Praline Chocolate 70% (200g)",Praline,Montreal,Canada,2,9.07,15.36,9.22,6.14
83,2023-01-01,14316,Male,1,178,Hershey,"Hershey Praline Chocolate 80% (200g)",Praline,Brisbane,Australia,1,8.94,5.49,2.79,2.70
82,2023-01-01,44167,Male,1,178,Hershey,"Hershey Praline Chocolate 80% (200g)",Praline,Vancouver,Canada,4,8.94,20.16,10.80,9.36
81,2023-01-01,10432,Male,1,178,Hershey,"Hershey Praline Chocolate 80% (200g)",Praline,"New York",USA,2,8.94,14.44,7.34,7.10
161,2023-01-01,42107,Male,1,160,Hershey,"Hershey Praline Chocolate 90% (100g)",Praline,Melbourne,Australia,2,9.01,15.70,9.85,5.85
160,2023-01-01,2553,Male,1,160,Hershey,"Hershey Praline Chocolate 90% (100g)",Praline,Lyon,France,4,9.01,54.40,28.85,25.55
414,2023-01-01,33801,Male,1,84,Hershey,"Hershey Truffle Chocolate 50% (100g)",Truffle,Sydney,Australia,5,9.00,16.85,9.13,7.72
413,2023-01-01,35927,Male,1,84,Hershey,"Hershey Truffle Chocolate 50% (100g)",Truffle,Sydney,Australia,4,9.00,45.72,27.99,17.73
546,2023-01-01,35838,Male,1,37,Hershey,"Hershey Truffle Chocolate 60% (120g)",Truffle,Manchester,UK,4,9.01,28.86,19.07,9.79
545,2023-01-01,27499,Female,1,37,Hershey,"Hershey Truffle Chocolate 60% (120g)",Truffle,Manchester,UK,1,9.01,12.35,7.30,5.05
543,2023-01-01,25455,Female,1,37,Hershey,"Hershey Truffle Chocolate 60% (120g)",Truffle,"Long Island",USA,4,9.01,58.12,30.25,27.87
410,2023-01-01,5373,Female,1,85,Hershey,"Hershey Truffle Chocolate 80% (50g)",Truffle,"Long Island",USA,3,8.85,19.53,9.78,9.75
16,2023-01-01,25118,Female,1,197,Hershey,"Hershey Truffle Chocolate 90% (120g)",Truffle,Toronto,Canada,4,9.07,41.15,23.53,17.62
617,2023-01-01,7024,Male,1,17,Hershey,"Hershey White Chocolate 50% (120g)",White,Berlin,Germany,4,9.06,39.65,26.64,13.01
202,2023-01-01,17151,Female,1,148,Hershey,"Hershey White Chocolate 50% (200g)",White,Lyon,France,5,8.99,51.81,29.38,22.43
203,2023-01-01,30345,Female,1,148,Hershey,"Hershey White Chocolate 50% (200g)",White,London,UK,2,8.99,20.32,12.85,7.47
428,2023-01-01,8278,Female,1,79,Hershey,"Hershey White Chocolate 80% (50g)",White,"Long Island",USA,3,9.06,31.53,18.92,12.61
559,2023-01-01,2224,Male,1,33,Hershey,"Hershey White Chocolate 90% (120g)",White,Marseille,France,3,8.92,19.86,11.72,8.14
490,2023-01-01,15723,Male,1,56,Lindt,"Lindt Dark Chocolate 50% (120g)",Dark,Berlin,Germany,2,8.96,28.34,15.85,12.49
489,2023-01-01,27012,Female,1,56,Lindt,"Lindt Dark Chocolate 50% (120g)",Dark,"Long Island",USA,2,8.96,17.96,9.07,8.89
576,2023-01-01,24976,Female,1,28,Lindt,"Lindt Dark Chocolate 50% (200g)",Dark,London,UK,2,9.15,27.54,16.27,11.27
578,2023-01-01,34343,Female,1,28,Lindt,"Lindt Dark Chocolate 50% (200g)",Dark,"New York",USA,3,9.15,37.34,25.48,11.86
549,2023-01-01,41060,Female,1,36,Lindt,"Lindt Dark Chocolate 50% (50g)",Dark,Manchester,UK,1,8.98,12.13,8.26,3.87
107,2023-01-01,42006,Female,1,173,Lindt,"Lindt Dark Chocolate 60% (50g)",Dark,Melbourne,Australia,4,8.93,24.37,13.02,11.35
105,2023-01-01,45921,Male,1,173,Lindt,"Lindt Dark Chocolate 60% (50g)",Dark,Vancouver,Canada,2,8.93,16.85,11.78,5.07
106,2023-01-01,12435,Male,1,173,Lindt,"Lindt Dark Chocolate 60% (50g)",Dark,Berlin,Germany,4,8.93,59.24,35.33,23.91
104,2023-01-01,19621,Male,1,173,Lindt,"Lindt Dark Chocolate 60% (50g)",Dark,Berlin,Germany,2,8.93,20.11,11.46,8.66
259,2023-01-01,5615,Male,1,132,Lindt,"Lindt Dark Chocolate 70% (50g)",Dark,Melbourne,Australia,4,9.07,11.81,7.71,4.10
260,2023-01-01,14280,Female,1,132,Lindt,"Lindt Dark Chocolate 70% (50g)",Dark,Paris,France,3,9.07,14.63,8.68,5.96
257,2023-01-01,38636,Female,1,132,Lindt,"Lindt Dark Chocolate 70% (50g)",Dark,Berlin,Germany,3,9.07,27.09,17.28,9.81
236,2023-01-01,44225,Female,1,140,Lindt,"Lindt Dark Chocolate 80% (120g)",Dark,Melbourne,Australia,4,9.06,21.20,11.64,9.56
237,2023-01-01,40464,Female,1,140,Lindt,"Lindt Dark Chocolate 80% (120g)",Dark,Paris,France,2,9.06,10.14,6.04,4.10
235,2023-01-01,2882,Male,1,140,Lindt,"Lindt Dark Chocolate 80% (120g)",Dark,Marseille,France,2,9.06,24.98,12.78,12.20
103,2023-01-01,29471,Female,1,174,Lindt,"Lindt Dark Chocolate 90% (100g)",Dark,Munich,Germany,5,9.13,31.15,17.84,13.31
102,2023-01-01,11877,Female,1,174,Lindt,"Lindt Dark Chocolate 90% (100g)",Dark,"Long Island",USA,2,9.13,18.94,9.85,9.09
572,2023-01-01,9704,Female,1,29,Lindt,"Lindt Milk Chocolate 60% (100g) [ID:29]",Milk,London,UK,5,8.91,33.50,19.15,14.35
573,2023-01-01,42965,Female,1,29,Lindt,"Lindt Milk Chocolate 60% (100g) [ID:29]",Milk,Manchester,UK,1,8.91,5.49,2.96,2.53
495,2023-01-01,37376,Male,1,55,Lindt,"Lindt Milk Chocolate 60% (100g) [ID:55]",Milk,Marseille,France,3,8.95,39.39,22.21,17.18
494,2023-01-01,41531,Male,1,55,Lindt,"Lindt Milk Chocolate 60% (100g) [ID:55]",Milk,London,UK,4,8.95,15.84,10.32,5.52
284,2023-01-01,41106,Female,1,125,Lindt,"Lindt Milk Chocolate 60% (50g)",Milk,Paris,France,4,8.97,12.17,7.97,4.20
282,2023-01-01,18660,Female,1,125,Lindt,"Lindt Milk Chocolate 60% (50g)",Milk,Munich,Germany,1,8.97,11.35,7.90,3.45
283,2023-01-01,2276,Female,1,125,Lindt,"Lindt Milk Chocolate 60% (50g)",Milk,"Long Island",USA,3,8.97,9.19,4.80,4.40
126,2023-01-01,46861,Female,1,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Toronto,Canada,1,9.11,7.30,4.82,2.48
124,2023-01-01,14408,Female,1,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Lyon,France,5,9.11,16.19,10.99,5.21
125,2023-01-01,38133,Male,1,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Manchester,UK,1,9.11,5.43,3.64,1.79
128,2023-01-01,24022,Female,1,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Buffalo,USA,3,9.11,26.61,17.16,9.45
121,2023-01-01,665,Female,1,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,"Long Island",USA,2,9.11,10.68,6.53,4.15
122,2023-01-01,22549,Male,1,169,Lindt,"Lindt Milk Chocolate 60% (80g)",Milk,Buffalo,USA,1,9.11,4.67,2.96,1.71
189,2023-01-01,40468,Male,1,152,Lindt,"Lindt Milk Chocolate 70% (200g) [ID:152]",Milk,Berlin,Germany,3,9.02,26.69,15.46,11.22
39,2023-01-01,5957,Male,1,190,Lindt,"Lindt Milk Chocolate 70% (200g) [ID:190]",Milk,Montreal,Canada,5,9.05,23.54,12.03,11.51
38,2023-01-01,39356,Female,1,190,Lindt,"Lindt Milk Chocolate 70% (200g) [ID:190]",Milk,Montreal,Canada,2,9.05,19.84,12.25,7.59
197,2023-01-01,29913,Female,1,149,Lindt,"Lindt Milk Chocolate 80% (80g)",Milk,Sydney,Australia,2,8.97,25.86,16.69,9.17
255,2023-01-01,22960,Male,1,133,Lindt,"Lindt Milk Chocolate 90% (100g)",Milk,Sydney,Australia,5,9.07,57.75,31.21,26.54
256,2023-01-01,46665,Male,1,133,Lindt,"Lindt Milk Chocolate 90% (100g)",Milk,Melbourne,Australia,3,9.07,11.06,5.72,5.34
254,2023-01-01,31075,Female,1,133,Lindt,"Lindt Milk Chocolate 90% (100g)",Milk,Paris,France,4,9.07,23.00,15.78,7.22
253,2023-01-01,10110,Male,1,133,Lindt,"Lindt Milk Chocolate 90% (100g)",Milk,"New York",USA,5,9.07,56.40,30.31,26.09
225,2023-01-01,17056,Female,1,142,Lindt,"Lindt Praline Chocolate 70% (200g)",Praline,"Long Island",USA,1,9.07,3.04,1.57,1.47
570,2023-01-01,45886,Male,1,30,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:30]",Praline,Buffalo,USA,5,8.99,57.29,29.53,27.76
571,2023-01-01,10902,Male,1,30,Lindt,"Lindt Praline Chocolate 90% (120g) [ID:30]",Praline,"New York",USA,2,8.99,18.02,9.95,8.07
471,2023-01-01,31033,Male,1,61,Lindt,"Lindt Truffle Chocolate 50% (200g)",Truffle,Vancouver,Canada,3,9.04,17.20,9.11,8.09
389,2023-01-01,24841,Male,1,92,Lindt,"Lindt Truffle Chocolate 60% (50g)",Truffle,Melbourne,Australia,3,8.94,10.29,6.43,3.86
386,2023-01-01,45280,Female,1,92,Lindt,"Lindt Truffle Chocolate 60% (50g)",Truffle,Buffalo,USA,2,8.94,7.52,4.24,3.28
385,2023-01-01,17402,Female,1,92,Lindt,"Lindt Truffle Chocolate 60% (50g)",Truffle,"New York",USA,2,8.94,10.20,7.01,3.19
287,2023-01-01,25144,Male,1,124,Lindt,"Lindt Truffle Chocolate 80% (100g)",Truffle,Vancouver,Canada,4,8.90,37.08,23.01,14.07
289,2023-01-01,32955,Male,1,124,Lindt,"Lindt Truffle Chocolate 80% (100g)",Truffle,Manchester,UK,1,8.90,12.30,8.19,4.11
290,2023-01-01,32442,Male,1,124,Lindt,"Lindt Truffle Chocolate 80% (100g)",Truffle,"Long Island",USA,3,8.90,23.61,14.79,8.82
483,2023-01-01,35379,Male,1,58,Lindt,"Lindt Truffle Chocolate 80% (120g)",Truffle,Brisbane,Australia,2,8.98,26.03,13.67,12.36
482,2023-01-01,48475,Female,1,58,Lindt,"Lindt Truffle Chocolate 80% (120g)",Truffle,Sydney,Australia,2,8.98,21.42,13.57,7.85
485,2023-01-01,32522,Female,1,58,Lindt,"Lindt Truffle Chocolate 80% (120g)",Truffle,Lyon,France,4,8.98,32.88,22.52,10.36
112,2023-01-01,49951,Male,1,172,Lindt,"Lindt Truffle Chocolate 80% (200g)",Truffle,Munich,Germany,2,8.88,5.99,3.44,2.56
108,2023-01-01,11180,Female,1,172,Lindt,"Lindt Truffle Chocolate 80% (200g)",Truffle,"Long Island",USA,3,8.88,11.95,7.65,4.30
497,2023-01-01,8239,Female,1,54,Lindt,"Lindt Truffle Chocolate 80% (50g)",Truffle,"Long Island",USA,1,9.03,6.33,3.90,2.43
95,2023-01-01,26104,Female,1,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Marseille,France,5,8.91,54.80,35.31,19.49
93,2023-01-01,28864,Female,1,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,Paris,France,4,8.91,52.44,31.65,20.79
97,2023-01-01,15884,Male,1,176,Lindt,"Lindt Truffle Chocolate 90% (50g)",Truffle,"Long Island",USA,1,8.91,14.62,9.71,4.91
296,2023-01-01,36619,Female,1,122,Lindt,"Lindt White Chocolate 70% (120g)",White,Toronto,Canada,4,9.11,47.44,32.58,14.86
150,2023-01-01,16187,Female,1,163,Lindt,"Lindt White Chocolate 70% (200g)",White,London,UK,5,8.93,53.05,29.74,23.31
153,2023-01-01,6572,Female,1,163,Lindt,"Lindt White Chocolate 70% (200g)",White,"Long Island",USA,5,8.93,56.36,38.38,17.98
361,2023-01-01,43036,Female,1,99,Lindt,"Lindt White Chocolate 80% (120g)",White,Munich,Germany,3,9.00,14.01,9.00,5.02
360,2023-01-01,19431,Female,1,99,Lindt,"Lindt White Chocolate 80% (120g)",White,Manchester,UK,3,9.00,12.38,7.44,4.95
359,2023-01-01,40180,Male,1,99,Lindt,"Lindt White Chocolate 80% (120g)",White,"Long Island",USA,1,9.00,10.69,6.03,4.66
309,2023-01-01,20540,Female,1,117,Mars,"Mars Dark Chocolate 50% (50g) [ID:117]",Dark,Munich,Germany,2,9.04,13.46,8.76,4.70
115,2023-01-01,1622,Male,1,171,Mars,"Mars Dark Chocolate 50% (50g) [ID:171]",Dark,London,UK,4,8.90,46.60,25.59,21.01
204,2023-01-01,10864,Female,1,147,Mars,"Mars Dark Chocolate 60% (120g)",Dark,Paris,France,2,9.13,22.80,15.12,7.68
534,2023-01-01,5142,Female,1,40,Mars,"Mars Dark Chocolate 60% (80g)",Dark,Hamburg,Germany,2,8.98,17.63,9.89,7.74
607,2023-01-01,21858,Male,1,19,Mars,"Mars Dark Chocolate 70% (50g)",Dark,Montreal,Canada,2,9.13,15.35,10.48,4.87
606,2023-01-01,48500,Female,1,19,Mars,"Mars Dark Chocolate 70% (50g)",Dark,Berlin,Germany,5,9.13,32.45,21.21,11.24
609,2023-01-01,25513,Male,1,19,Mars,"Mars Dark Chocolate 70% (50g)",Dark,London,UK,3,9.13,44.97,29.99,14.98
180,2023-01-01,46234,Female,1,155,Mars,"Mars Dark Chocolate 80% (50g)",Dark,London,UK,1,9.01,7.72,5.32,2.40
247,2023-01-01,11505,Female,1,136,Mars,"Mars Dark Chocolate 90% (200g)",Dark,"Long Island",USA,5,9.08,42.75,28.48,14.27
621,2023-01-01,19520,Male,1,16,Mars,"Mars Dark Chocolate 90% (50g)",Dark,"Long Island",USA,4,8.89,31.87,16.11,15.76
233,2023-01-01,2540,Male,1,141,Mars,"Mars Dark Chocolate 90% (80g)",Dark,Berlin,Germany,1,9.07,11.19,7.72,3.47
232,2023-01-01,22669,Female,1,141,Mars,"Mars Dark Chocolate 90% (80g)",Dark,Manchester,UK,3,9.07,26.34,16.39,9.95
231,2023-01-01,8921,Female,1,141,Mars,"Mars Dark Chocolate 90% (80g)",Dark,"Long Island",USA,1,9.07,12.93,8.62,4.31
661,2023-01-01,43295,Female,1,4,Mars,"Mars Milk Chocolate 50% (80g) [ID:4]",Milk,Munich,Germany,2,9.03,17.59,11.17,6.42
439,2023-01-01,12251,Male,1,73,Mars,"Mars Milk Chocolate 50% (80g) [ID:73]",Milk,"Long Island",USA,3,9.09,17.70,11.54,6.16
476,2023-01-01,17529,Male,1,60,Mars,"Mars Milk Chocolate 70% (120g)",Milk,Vancouver,Canada,2,9.08,10.12,6.22,3.90
475,2023-01-01,21891,Female,1,60,Mars,"Mars Milk Chocolate 70% (120g)",Milk,Paris,France,1,9.08,13.31,9.09,4.22
340,2023-01-01,16020,Female,1,105,Mars,"Mars Milk Chocolate 80% (100g)",Milk,Montreal,Canada,2,9.04,7.51,4.68,2.84
339,2023-01-01,48000,Female,1,105,Mars,"Mars Milk Chocolate 80% (100g)",Milk,London,UK,4,9.04,18.53,10.15,8.37
338,2023-01-01,18043,Female,1,105,Mars,"Mars Milk Chocolate 80% (100g)",Milk,Manchester,UK,1,9.04,6.41,3.37,3.04
242,2023-01-01,40775,Male,1,138,Mars,"Mars Milk Chocolate 80% (120g)",Milk,Munich,Germany,4,9.06,34.78,21.22,13.56
240,2023-01-01,27079,Male,1,138,Mars,"Mars Milk Chocolate 80% (120g)",Milk,Berlin,Germany,3,9.06,20.55,11.50,9.05
241,2023-01-01,25628,Male,1,138,Mars,"Mars Milk Chocolate 80% (120g)",Milk,Buffalo,USA,5,9.06,67.85,35.23,32.62
302,2023-01-01,20044,Female,1,120,Mars,"Mars Milk Chocolate 90% (100g)",Milk,Paris,France,4,8.91,46.82,26.97,19.85
140,2023-01-01,4797,Male,1,166,Mars,"Mars Milk Chocolate 90% (80g)",Milk,Toronto,Canada,3,8.99,13.05,8.75,4.30
139,2023-01-01,38261,Female,1,166,Mars,"Mars Milk Chocolate 90% (80g)",Milk,Lyon,France,2,8.99,18.12,10.80,7.32
137,2023-01-01,33764,Female,1,166,Mars,"Mars Milk Chocolate 90% (80g)",Milk,London,UK,4,8.99,18.40,12.16,6.24
72,2023-01-01,29627,Female,1,182,Mars,"Mars Praline Chocolate 60% (120g)",Praline,Toronto,Canada,3,8.97,34.94,18.86,16.09
68,2023-01-01,5546,Male,1,182,Mars,"Mars Praline Chocolate 60% (120g)",Praline,Montreal,Canada,3,8.97,20.19,11.74,8.45
71,2023-01-01,38885,Male,1,182,Mars,"Mars Praline Chocolate 60% (120g)",Praline,"Long Island",USA,5,8.97,73.60,46.17,27.43
70,2023-01-01,18039,Female,1,182,Mars,"Mars Praline Chocolate 60% (120g)",Praline,"Long Island",USA,4,8.97,58.28,35.44,22.84
252,2023-01-01,39716,Male,1,134,Mars,"Mars Praline Chocolate 70% (50g)",Praline,Brisbane,Australia,5,8.94,24.75,14.20,10.55
279,2023-01-01,43395,Male,1,127,Mars,"Mars Praline Chocolate 90% (80g)",Praline,Montreal,Canada,1,8.95,14.39,7.61,6.78
277,2023-01-01,44623,Female,1,127,Mars,"Mars Praline Chocolate 90% (80g)",Praline,Manchester,UK,4,8.95,43.24,23.97,19.27
366,2023-01-01,19684,Male,1,98,Mars,"Mars Truffle Chocolate 50% (200g)",Truffle,"Long Island",USA,2,9.02,7.00,4.79,2.21
510,2023-01-01,24260,Male,1,47,Mars,"Mars Truffle Chocolate 70% (200g)",Truffle,Vancouver,Canada,1,9.00,6.75,4.37,2.38
632,2023-01-01,16173,Male,1,12,Mars,"Mars Truffle Chocolate 80% (200g)",Truffle,Brisbane,Australia,5,9.00,65.75,42.13,23.62
316,2023-01-01,46514,Female,1,113,Mars,"Mars Truffle Chocolate 80% (50g)",Truffle,Montreal,Canada,2,8.98,6.75,4.14,2.61
315,2023-01-01,5370,Female,1,113,Mars,"Mars Truffle Chocolate 80% (50g)",Truffle,"Long Island",USA,4,8.98,16.25,9.26,7.00
317,2023-01-01,37677,Female,1,113,Mars,"Mars Truffle Chocolate 80% (50g)",Truffle,"New York",USA,1,8.98,6.14,4.10,2.04
65,2023-01-01,9323,Male,1,183,Mars,"Mars White Chocolate 50% (120g)",White,Lyon,France,1,9.08,5.53,3.67,1.86
67,2023-01-01,31790,Female,1,183,Mars,"Mars White Chocolate 50% (120g)",White,London,UK,2,9.08,6.59,4.06,2.54
63,2023-01-01,30299,Female,1,183,Mars,"Mars White Chocolate 50% (120g)",White,"Long Island",USA,1,9.08,7.43,4.90,2.54
210,2023-01-01,47059,Male,1,146,Mars,"Mars White Chocolate 50% (50g)",White,Montreal,Canada,3,9.06,18.09,11.64,6.45
629,2023-01-01,5094,Male,1,14,Mars,"Mars White Chocolate 60% (100g)",White,London,UK,1,9.08,5.61,3.02,2.59
583,2023-01-01,27266,Female,1,27,Mars,"Mars White Chocolate 60% (200g)",White,Berlin,Germany,1,9.05,4.11,2.09,2.02
581,2023-01-01,1623,Male,1,27,Mars,"Mars White Chocolate 60% (200g)",White,London,UK,1,9.05,3.10,1.61,1.49
299,2023-01-01,20324,Female,1,121,Mars,"Mars White Chocolate 60% (50g) [ID:121]",White,"Long Island",USA,3,9.01,34.32,23.06,11.26
435,2023-01-01,10670,Male,1,76,Mars,"Mars White Chocolate 60% (50g) [ID:76]",White,Vancouver,Canada,1,8.89,9.86,6.84,3.02
434,2023-01-01,17676,Male,1,76,Mars,"Mars White Chocolate 60% (50g) [ID:76]",White,Marseille,France,2,8.89,8.16,4.64,3.52
20,2023-01-01,14449,Male,1,196,Mars,"Mars White Chocolate 60% (80g)",White,Sydney,Australia,4,8.93,18.50,11.87,6.62
22,2023-01-01,40999,Female,1,196,Mars,"Mars White Chocolate 60% (80g)",White,Paris,France,3,8.93,10.38,5.22,5.16
514,2023-01-01,3096,Male,0,46,Cadbury,"Cadbury Dark Chocolate 50% (120g)",Dark,Munich,Germany,5,9.13,31.65,18.12,13.53
602,2023-01-01,35269,Male,0,21,Cadbury,"Cadbury Dark Chocolate 50% (50g) [ID:21]",Dark,"New York",USA,2,8.85,13.84,9.33,4.51
321,2023-01-01,35298,Female,0,112,Cadbury,"Cadbury Dark Chocolate 50% (80g)",Dark,Paris,France,2,9.04,14.40,9.71,4.69
319,2023-01-01,28044,Female,0,112,Cadbury,"Cadbury Dark Chocolate 50% (80g)",Dark,Munich,Germany,5,9.04,47.75,31.51,16.24
154,2023-01-01,39226,Female,0,162,Cadbury,"Cadbury Dark Chocolate 60% (100g)",Dark,Buffalo,USA,3,9.04,24.61,16.44,8.16
429,2023-01-01,25633,Male,0,78,Cadbury,"Cadbury Dark Chocolate 60% (120g)",Dark,London,UK,2,9.00,25.48,14.99,10.49
179,2023-01-01,27411,Female,0,156,Cadbury,"Cadbury Dark Chocolate 60% (200g) [ID:156]",Dark,Manchester,UK,3,8.99,31.86,17.62,14.24
668,2023-01-01,14637,Male,0,2,Cadbury,"Cadbury Dark Chocolate 70% (100g) [ID:2]",Dark,Vancouver,Canada,1,8.96,7.69,4.46,3.23
663,2023-01-01,11570,Male,0,2,Cadbury,"Cadbury Dark Chocolate 70% (100g) [ID:2]",Dark,Lyon,France,3,8.96,34.29,21.25,13.04
596,2023-01-01,44729,Female,0,23,Cadbury,"Cadbury Dark Chocolate 70% (100g) [ID:23]",Dark,Melbourne,Australia,4,8.97,58.08,34.68,23.40
175,2023-01-01,25124,Male,0,157,Cadbury,"Cadbury Dark Chocolate 80% (200g)",Dark,Vancouver,Canada,4,9.03,32.90,22.33,10.57
176,2023-01-01,12936,Male,0,157,Cadbury,"Cadbury Dark Chocolate 80% (200g)",Dark,Manchester,UK,4,9.03,21.72,13.90,7.82
177,2023-01-01,13449,Male,0,157,Cadbury,"Cadbury Dark Chocolate 80% (200g)",Dark,Manchester,UK,1,9.03,11.01,7.09,3.92
501,2023-01-01,13702,Female,0,52,Cadbury,"Cadbury Dark Chocolate 90% (100g)",Dark,Melbourne,Australia,2,8.97,14.04,7.03,7.01
503,2023-01-01,38583,Female,0,52,Cadbury,"Cadbury Dark Chocolate 90% (100g)",Dark,Vancouver,Canada,1,8.97,4.41,3.01,1.40
3,2023-01-01,26709,Male,0,200,Cadbury,"Cadbury Milk Chocolate 50% (100g)",Milk,London,UK,4,9.11,56.84,35.66,21.18
2,2023-01-01,28456,Male,0,200,Cadbury,"Cadbury Milk Chocolate 50% (100g)",Milk,Manchester,UK,3,9.11,27.43,14.24,13.19
222,2023-01-01,18744,Male,0,144,Cadbury,"Cadbury Milk Chocolate 60% (50g)",Milk,Toronto,Canada,2,9.07,19.44,9.77,9.67
219,2023-01-01,28171,Male,0,144,Cadbury,"Cadbury Milk Chocolate 60% (50g)",Milk,Munich,Germany,3,9.07,44.49,24.77,19.72
221,2023-01-01,15120,Male,0,144,Cadbury,"Cadbury Milk Chocolate 60% (50g)",Milk,Edinburgh,UK,5,9.07,56.95,38.28,18.67
594,2023-01-01,13047,Male,0,24,Cadbury,"Cadbury Milk Chocolate 70% (100g)",Milk,Brisbane,Australia,3,8.99,30.89,19.41,11.48
530,2023-01-01,1758,Female,0,41,Cadbury,"Cadbury Milk Chocolate 70% (80g)",Milk,Brisbane,Australia,3,8.94,25.91,17.10,8.81
532,2023-01-01,19634,Female,0,41,Cadbury,"Cadbury Milk Chocolate 70% (80g)",Milk,Buffalo,USA,4,8.94,19.56,10.44,9.12
383,2023-01-01,12060,Female,0,93,Cadbury,"Cadbury Milk Chocolate 90% (80g)",Milk,"Long Island",USA,3,9.08,42.84,24.79,18.05
49,2023-01-01,42178,Male,0,188,Cadbury,"Cadbury Praline Chocolate 50% (120g)",Praline,Paris,France,1,9.12,9.42,6.16,3.26
48,2023-01-01,14558,Male,0,188,Cadbury,"Cadbury Praline Chocolate 50% (120g)",Praline,Manchester,UK,2,9.12,6.88,4.19,2.69
295,2023-01-01,43312,Female,0,123,Cadbury,"Cadbury Praline Chocolate 50% (50g)",Praline,Vancouver,Canada,3,8.99,44.55,22.53,22.02
294,2023-01-01,11456,Female,0,123,Cadbury,"Cadbury Praline Chocolate 50% (50g)",Praline,Paris,France,3,8.99,10.27,6.12,4.15
291,2023-01-01,8846,Female,0,123,Cadbury,"Cadbury Praline Chocolate 50% (50g)",Praline,Munich,Germany,1,8.99,8.69,5.45,3.24
292,2023-01-01,7351,Male,0,123,Cadbury,"Cadbury Praline Chocolate 50% (50g)",Praline,London,UK,5,8.99,35.20,20.28,14.92
449,2023-01-01,29803,Male,0,71,Cadbury,"Cadbury Praline Chocolate 70% (100g)",Praline,Vancouver,Canada,5,9.00,16.45,11.12,5.33
